,valence,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,artists
6854,0.616761904761905,0.10103047619047616,0.5537142857142856,0.7521428571428571,3.047619047619048e-06,0.23156666666666664,-4.9215238095238085,0.04359523809523809,Dustin Lynch
6886,0.78125,0.15845,0.61925,0.59575,0.0,0.37175,-6.587999999999999,0.2125,Dylan Brady
6942,0.4936666666666667,0.19857500000000008,0.7303333333333333,0.6003333333333333,0.0012775633333333332,0.15373333333333336,-7.755916666666668,0.24168333333333336,EARTHGANG
7005,0.5389999999999999,0.3371,0.6825,0.5509999999999999,7.599999999999997e-06,0.1165,-7.3980000000000015,0.0299,Echosmith
7185,0.8047500000000001,0.206575,0.8045000000000001,0.9652500000000002,0.081107,0.44475,-11.026,0.051225,Eiffel 65
7208,0.8140000000000001,0.16899999999999998,0.7609999999999999,0.8290000000000001,0.0,0.189,-3.2030000000000003,0.0682,El Chacal
7290,0.0371,0.974,0.155,0.0515,0.952,0.106,-26.058000000000003,0.0434,Elevie J
7308,0.207,0.995,0.562,0.0206,0.93,0.108,-19.857,0.0426,Elisa Mosel
7379,0.4967959183673469,0.25102551020408165,0.5757346938775508,0.6890000000000001,0.03318803061224489,0.1797469387755102,-6.092795918367348,0.045665306122448984,Ellie Goulding
7474,0.7120000000000001,0.557,0.787,0.688,0.0,0.103,-7.285,0.0449,Emily Falvey
7528,0.5710000000000001,0.0409,0.568,0.7,7.11e-06,0.0838,-5.42,0.0258,Engenheiros Do Hawaii
7553,0.4515,0.657,0.5095000000000001,0.5465,0.0,0.15935,-7.1415,0.05805,Ensemble - Beauty and the Beast
7592,0.4847857142857143,0.15086099999999994,0.608,0.668142857142857,0.0,0.14667857142857146,-5.732142857142856,0.10416428571428572,Eric Bellinger
7859,0.434,0.418,0.742,0.629,0.0,0.102,-6.9570000000000025,0.064,EyeMan
7890,0.4306666666666666,0.3192833333333333,0.5784166666666667,0.6279166666666666,0.0006954566666666668,0.1829416666666667,-6.287666666666667,0.12305833333333335,FLETCHER
7920,0.0335,0.1805,0.139,0.2365,0.951,0.1855,-26.3405,0.0551,Factorial FX
7973,0.6554807692307691,0.1904659615384616,0.7377307692307691,0.7057115384615386,5.395096153846154e-05,0.19992884615384607,-5.155980769230768,0.12477115384615385,Farruko
8054,0.6526,0.245,0.7236,0.7196,7.496e-06,0.1598,-5.862400000000001,0.041400000000000006,Felix Jaehn
8134,0.6149411764705881,0.048095294117647056,0.6642352941176469,0.8071176470588236,0.00013563647058823533,0.17540000000000006,-4.379176470588236,0.07470588235294118,Fifth Harmony
8185,0.6242222222222221,0.03372666666666667,0.6481111111111111,0.8981111111111109,0.0015187788888888884,0.23306666666666664,-3.623,0.058144444444444464,Fitz and The Tantrums
8227,0.6524130434782608,0.03908386956521739,0.7144347826086958,0.8109999999999999,0.0004874154347826086,0.1980434782608696,-4.834304347826086,0.07011739130434783,Flo Rida
8247,0.6221842105263157,0.12794118421052636,0.5273947368421052,0.8510921052631574,3.690789473684211e-06,0.2234697368421052,-4.156184210526313,0.044146052631578926,Florida Georgia Line
8255,0.26566666666666666,0.8626666666666667,0.6896666666666667,0.294,0.8649999999999999,0.18866666666666665,-14.805,0.09786666666666666,Flovry
8305,0.6319411764705882,0.04863352941176472,0.6474117647058825,0.8194705882352942,0.014651784705882354,0.2395823529411765,-5.027058823529413,0.05874117647058825,Foster The People
8353,0.636,0.0185,0.636,0.815,0.0,0.163,-5.098,0.0581,Francesco Yates
8562,0.731,0.0597,0.813,0.732,0.00137,0.0826,-5.636,0.03,Frederic Riesterer
8725,0.6459999999999999,0.00548,0.621,0.821,0.0005780000000000001,0.142,-3.662,0.0364,GFRIEND
8755,0.43799999999999994,0.3215,0.5045,0.7404999999999999,0.0,0.16455,-4.9695,0.05145,Gabriella
8760,0.8047500000000001,0.20657499999999995,0.8045000000000001,0.96525,0.08110700000000001,0.44475,-11.026,0.05122500000000002,Gabry Ponte
8778,0.6314,0.03944866666666667,0.6415333333333334,0.8647333333333334,0.012436693333333335,0.21534666666666666,-4.0566,0.06997333333333333,Galantis
9277,0.731,0.0597,0.813,0.732,0.00137,0.0826,-5.636,0.03,Giorgio Tuinfort
9327,0.5539999999999999,0.348,0.82,0.555,0.0,0.121,-7.114,0.152,GirlzLuhDev
9334,0.3063333333333333,0.2787333333333333,0.706,0.5106666666666667,0.0,0.11786666666666665,-8.739333333333333,0.06743333333333333,Giselle
9355,0.256056,0.4875199999999999,0.5728800000000001,0.42224,0.0001833608,0.2266000000000001,-8.379719999999999,0.08091199999999997,Giveon
9371,0.151,0.679,0.34,0.209,0.000443,0.101,-11.869000000000002,0.0279,Glen Hansard
9458,0.5800000000000001,0.0847,0.6375,0.6350000000000001,8e-05,0.107,-7.7325,0.035500000000000004,Goodboys
9652,0.2875714285714285,0.02905485714285714,0.512,0.8039999999999999,0.0001237857142857143,0.19821428571428568,-6.336142857142858,0.044214285714285706,Grouplove
9719,0.4234,0.09967866666666668,0.5667333333333333,0.8003333333333332,1.6280000000000001e-06,0.15717333333333336,-4.229533333333333,0.053733333333333334,Gryffin
9766,0.4774666666666669,0.174214,0.8171714285714281,0.5798,0.00011982057142857144,0.15356095238095238,-7.148580952380952,0.20630952380952366,Gunna
9828,0.6443636363636364,0.16865454545454542,0.6693636363636364,0.7620909090909092,0.0,0.3000909090909091,-4.885909090909092,0.09502727272727274,Gym Class Heroes
9865,0.629375,0.1859,0.567375,0.768625,2.476625000000001e-05,0.137725,-5.467250000000001,0.0416,HARDY
9875,0.7705,0.0998,0.7375,0.7000000000000001,0.0,0.0941,-4.427,0.16399999999999998,HRVY
9895,0.3703888888888889,0.14450333333333334,0.6131111111111109,0.6643333333333334,1.923722222222222e-05,0.1723611111111111,-6.196833333333332,0.08774999999999998,Hailee Steinfeld
9921,0.4258065573770492,0.20538481967213126,0.5924836065573772,0.6573032786885238,0.00041103237704918016,0.17542131147541007,-5.89862295081967,0.07162131147540986,Halsey
9934,0.936,0.0696,0.742,0.879,7.17e-06,0.0981,-4.274,0.0328,Hamsika Iyer
10090,0.4068961538461537,0.2688155769230769,0.5414615384615382,0.5867692307692305,0.01680888423076922,0.1562076923076923,-6.38692307692308,0.035888461538461536,Harry Styles
10128,0.4106666666666667,0.07408333333333332,0.6403333333333333,0.8276666666666667,0.0,0.06593333333333334,-4.046333333333334,0.12103333333333333,Hayley Williams
10176,0.269,0.458,0.5920000000000001,0.515,1.28e-06,0.116,-6.4860000000000015,0.0299,Heidi Newfield
10355,0.5339999999999999,0.08983333333333332,0.6086666666666667,0.8616666666666667,0.0,0.13333333333333333,-4.641333333333333,0.039766666666666665,High Valley
10418,0.22133333333333333,0.509,0.665,0.5183333333333333,0.127941,0.09803333333333332,-7.397000000000001,0.07723333333333332,Holly Walker
10529,0.38466666666666666,0.4376666666666667,0.5926666666666667,0.5459999999999999,2.9106666666666674e-05,0.111,-8.911,0.028566666666666664,Howie Day
10537,0.279,0.0161,0.534,0.825,0.0,0.101,-5.229,0.036000000000000004,Ht Bristol
10658,0.8140000000000001,0.16899999999999998,0.7609999999999999,0.8290000000000001,0.0,0.189,-3.2030000000000003,0.0682,IAmChino
10665,0.3502105263157895,0.12048789473684213,0.5201052631578946,0.7161052631578948,0.01980504421052632,0.15127368421052628,-4.286789473684212,0.05048947368421053,ILLENIUM
10666,0.5137142857142857,0.18177142857142856,0.6964285714285714,0.6367142857142858,0.00020485714285714288,0.16771428571428573,-5.678285714285713,0.09347142857142857,ILOVEMAKONNEN
10776,0.4983,0.20647,0.7190000000000001,0.6430000000000001,1.1066666666666667e-05,0.17066666666666666,-5.6656666666666675,0.07563333333333333,Imran Khan
10857,0.4238,0.1618,0.7624,0.6250666666666667,0.0,0.14907333333333336,-6.589733333333332,0.09804,Internet Money
10895,0.7464999999999999,0.7155,0.8300000000000001,0.7929999999999999,1.9915e-05,0.1099,-3.728,0.07100000000000001,Irfane
11018,0.402017441860465,0.2785963953488371,0.6575058139534881,0.5993662790697676,0.003559292209302325,0.1898732558139535,-8.12860465116279,0.2557534883720929,J. Cole
11050,0.386,0.071475,0.7244999999999999,0.61525,3.65e-06,0.20675,-5.1309999999999985,0.2253,JACKBOYS
11074,0.4383333333333334,0.21766666666666667,0.6679999999999999,0.6416666666666666,0.0,0.1387,-5.791,0.04456666666666667,JP Cooper
11100,0.6516666666666667,0.25899999999999995,0.6923333333333334,0.7723333333333334,0.0,0.16670000000000004,-5.115666666666666,0.03623333333333333,Jack & Jack
11247,0.26099999999999995,0.007813333333333334,0.6286666666666667,0.7809999999999999,0.0,0.2513333333333333,-4.508666666666667,0.0504,Jaira Burns
11270,0.43155555555555547,0.4538,0.5885555555555556,0.5653333333333334,0.0011754533333333335,0.1133,-8.026111111111113,0.03273333333333333,James Blunt
11334,0.4518749999999999,0.366875,0.6459999999999999,0.4531249999999999,1.3287500000000002e-06,0.13704999999999998,-7.357750000000001,0.04530000000000002,James TW
11479,0.6248148148148148,0.08845081481481483,0.6635185185185185,0.7164074074074075,0.0001901248148148148,0.19270925925925933,-5.128296296296297,0.10176296296296296,Jason Derulo
11508,0.8440000000000001,0.32299999999999995,0.836,0.7659999999999999,1.18e-06,0.091,-6.229,0.0371,Javier Rosas
11544,0.41305263157894734,0.11591857894736846,0.7348947368421053,0.6186842105263157,1.2273684210526317e-06,0.20329999999999995,-6.1096315789473685,0.21957894736842104,Jay Rock
11545,0.6635,0.13183333333333333,0.7014999999999999,0.7334999999999999,0.0,0.1987,-4.386333333333333,0.08346666666666668,Jay Sean
11732,0.7559999999999999,0.102,0.765,0.6659999999999999,0.0,0.116,-5.384,0.172,Jeremy Harding
11737,0.342,0.03572616666666667,0.5431666666666667,0.7033333333333333,4.15e-07,0.06999999999999999,-4.3625,0.052049999999999985,Jeremy Shada
11824,0.5640000000000001,0.18321875,0.624625,0.7053750000000001,1.7412499999999996e-06,0.2597125,-4.150249999999999,0.0649,Jessie J
11857,0.4662500000000001,0.17534375000000002,0.7352499999999998,0.6045,0.0005253999999999999,0.15135625,-7.322625,0.08735625,Jhay Cortez
11922,0.316,0.8270000000000001,0.505,0.28300000000000003,0.0,0.0732,-8.37,0.0429,Jimmy Bondoc
12108,0.711,0.0898,0.75,0.491,0.0,0.109,-8.326,0.117,Joe Moses
12178,0.21100000000000002,0.9915,0.5349999999999999,0.06384999999999999,0.9315,0.10800000000000001,-19.4865,0.0479,Johannes Bornlöf
12498,0.5701111111111112,0.2525733333333333,0.6542222222222223,0.8128888888888888,0.0004206844444444444,0.19115555555555555,-4.4976666666666665,0.04256666666666667,Jonas Blue
12499,0.6367358490566039,0.052369886792452816,0.6085094339622641,0.7544528301886789,2.609811320754717e-06,0.2122716981132076,-4.8722830188679245,0.06371886792452833,Jonas Brothers
12532,0.5557647058823529,0.1385411764705882,0.5706470588235294,0.8400000000000001,6.275176470588235e-05,0.2106823529411764,-4.135294117647058,0.04180588235294118,Jordan Davis
12581,0.649,0.12215,0.7175,0.7340000000000001,0.0,0.21600000000000005,-5.217499999999999,0.07435,Jory Boy
12667,0.7120000000000001,0.557,0.787,0.688,0.0,0.103,-7.285,0.0449,Josh Kerr
12821,0.4625714285714286,0.3729714285714285,0.6321142857142855,0.5546571428571428,1.323428571428572e-06,0.11503428571428573,-7.055828571428571,0.08738571428571427,Julia Michaels
12845,0.628,0.09282,0.6822000000000001,0.8272,0.002621004,0.20686,-4.6338,0.04218,Julie Walters
12846,0.3093333333333333,0.065273,0.5613333333333334,0.6593333333333332,2.7666666666666663e-07,0.08066666666666666,-4.970666666666667,0.046311111111111115,Julie and the Phantoms Cast
12961,0.3713333333333333,0.10593333333333332,0.5413333333333333,0.7653333333333334,1.3266666666666667e-06,0.15806666666666666,-5.2250000000000005,0.07096666666666666,K-391
13020,0.728,0.0311,0.654,0.726,6.35e-05,0.0618,-3.803,0.0401,KONGOS
13046,0.271,0.454,0.603,0.512,0.00014,0.154,-6.687,0.0402,Kailee Morgue
13065,0.4458275862068967,0.31467879310344826,0.6225344827586206,0.5318103448275864,0.02653028862068966,0.15642241379310345,-8.058224137931033,0.08471896551724135,Kali Uchis
13088,0.6705000000000001,0.387,0.716,0.4775,0.007743000000000002,0.08545,-11.177,0.0357,Kamehameha Schools Children's Chorus
13090,0.6935,0.07565,0.5805,0.867,0.0,0.154,-3.9095,0.04835,Kameron Marlowe
13109,0.5310540540540539,0.17473216216216214,0.608810810810811,0.6818648648648649,1.6943783783783786e-05,0.19358918918918924,-6.033297297297298,0.03609189189189189,Kane Brown
13127,0.6783333333333333,0.08279,0.8116666666666666,0.8953333333333333,0.0,0.10186666666666666,-4.949000000000002,0.08473333333333333,Kardinal Offishall
13200,0.574,0.13699999999999998,0.632,0.638,0.0,0.125,-6.731,0.0505,Kat Dahlia
13253,0.6203333333333332,0.07614154954954952,0.6572972972972972,0.7591531531531531,3.386558558558558e-05,0.2081990990990991,-4.947792792792796,0.05536036036036037,Katy Perry
13295,0.4455781250000002,0.3189784375,0.6218750000000002,0.55915625,3.4837499999999986e-05,0.1540140625,-6.558906249999999,0.10716562499999996,Kehlani
13344,0.4940370370370368,0.25488148148148143,0.5791481481481482,0.599962962962963,3.57037037037037e-07,0.13044444444444447,-6.552185185185188,0.047748148148148144,Kelsea Ballerini
13426,0.6519772727272728,0.06973779090909092,0.7142954545454544,0.73875,0.003579644545454545,0.16686363636363635,-4.515931818181818,0.08113409090909088,Kesha
13441,0.399,0.416,0.565,0.547,0.0,0.102,-9.129,0.0385,Kevin Johansen
13492,0.5047142857142857,0.09620000000000002,0.6935714285714284,0.6505714285714286,2.728e-05,0.19001428571428566,-6.367285714285713,0.08410476190476192,Kid Ink
13571,0.44616666666666666,0.32066666666666666,0.6171666666666666,0.5670000000000001,0.0016939500000000005,0.1249333333333333,-7.468499999999998,0.11055000000000002,King Princess
13744,0.5608,0.3825,0.8310000000000001,0.5582,0.000114,0.13820000000000002,-8.095199999999998,0.15308,Kota the Friend
13791,0.3056666666666667,0.06313333333333332,0.7406666666666665,0.7316666666666666,0.022204700000000004,0.163,-8.702333333333334,0.02983333333333333,Krono
13806,0.6625,0.12525,0.6074999999999999,0.715,0.0,0.0969,-5.5165,0.0284,Kudai
13859,0.45275,0.24466,0.6489249999999999,0.607825,0.01813737625,0.1297025,-7.142649999999999,0.06358,Kygo
13903,0.408,0.3309714285714285,0.6578571428571428,0.5335714285714286,0.0009834414285714286,0.15549999999999994,-7.922285714285714,0.06795714285714285,LANY
13923,0.6665,0.00319,0.6585000000000001,0.8464999999999999,0.0,0.2175,-5.6320000000000014,0.05385,LOLO
14118,0.774,0.181,0.7070000000000001,0.8690000000000001,0.0,0.0669,-2.727,0.0706,Lapiz Conciente
14194,0.3415,0.5218750000000001,0.48200000000000004,0.3985,0.0,0.12335,-7.66425,0.04235,Laura Dreyfuss
14197,0.78125,0.15844999999999995,0.61925,0.59575,0.0,0.37175,-6.588000000000001,0.2125,Laura Les
14210,0.5811333333333333,0.13029066666666667,0.5399999999999999,0.7956666666666664,1.4666666666666668e-07,0.21496000000000004,-4.404133333333333,0.044026666666666665,Lauren Alaina
14269,0.33875555555555553,0.04258096296296295,0.5343814814814815,0.7577407407407407,0.0034793237037037037,0.18948888888888885,-5.546481481481482,0.0824777777777778,League of Legends
14271,0.154,0.987,0.18600000000000005,0.0113,0.963,0.1,-36.853,0.0388,Leah Day
