index,genres,valence,acousticness,danceability,energy,instrumentalness,liveness,speechiness
43,albanian pop,0.667,0.0028699999999999997,0.6829999999999999,0.665,0.0,0.0839,0.0499
44,albany ny indie,0.18600000000000005,0.0005639999999999999,0.852,0.251,0.7559999999999999,0.0957,0.0683
45,alberta country,0.5968142857142856,0.20776726190476189,0.5939916666666667,0.7349738095238095,1.958528571428572e-05,0.22580333333333336,0.05575809523809523
46,alberta hip hop,0.937,0.33,0.885,0.685,0.0,0.14800000000000002,0.0627
47,album rock,0.5518872818188616,0.1861824547987221,0.512030610234557,0.6604173890677083,0.07372189233519723,0.21488953424232,0.056725599017659015
48,albuquerque indie,0.5921296296296297,0.3502145925925926,0.5621018518518519,0.5874537037037038,0.016405614814814815,0.1803731481481481,0.03346111111111112
49,alt-idol,0.38475,0.000304725,0.46625,0.9662500000000002,0.22580875,0.3509,0.16655000000000006
50,alte,0.843,0.0692,0.797,0.5670000000000001,0.0,0.0705,0.0651
51,alternative americana,0.4446961805555555,0.34821927083333337,0.49390451388888895,0.4982638888888888,0.17122507756944447,0.19125295138888887,0.04694878472222224
52,alternative country,0.5137621412515364,0.4071150580061164,0.5425796669270009,0.5181552411956074,0.039372664583356434,0.17472283462751662,0.04516044423032545
53,alternative dance,0.5260616902218979,0.15180570720400158,0.6040664401877522,0.7370190259126485,0.21127096035679835,0.1914646453326588,0.054930511352800526
54,alternative emo,0.4431474543276429,0.12812226154687034,0.4948079814315665,0.7158729260257561,0.043942485902964935,0.1892919646600779,0.07211657382449836
55,alternative hip hop,0.612556826541036,0.1882624872239785,0.7009170241158568,0.6928150714421379,0.03737395618538138,0.2346039974925755,0.2506472150144867
56,alternative metal,0.4153036925825164,0.058247125931528074,0.4588281151396744,0.8308012093781899,0.10105935982003378,0.21002977312504295,0.08268765750482299
57,alternative pop,0.5475577360080395,0.11006783248665826,0.4550662576444718,0.7592710154263725,0.21461553002913064,0.1725948149737168,0.05090413131313131
58,alternative pop rock,0.6437601731601732,0.17046744588744586,0.6192294372294374,0.7202441558441559,1.2122337662337662e-05,0.18758303030303028,0.06870593073593075
59,alternative r&b,0.4490272115741773,0.3071436408855493,0.6622768826542451,0.5442857186530903,0.02197132534809246,0.1720057522211178,0.1314752588869069
60,alternative rock,0.5058402960386075,0.15705871937921256,0.4783424276886565,0.7117322313989154,0.16548782911256404,0.19039048143802687,0.062274000533020436
61,alternative roots rock,0.4261842105263158,0.2691217368421052,0.4933421052631579,0.618157894736842,0.10720808815789472,0.16963421052631578,0.05849473684210527
62,ambeat,0.6927600732600732,0.4431139926739927,0.748507326007326,0.6540732600732599,0.16806978754578752,0.1392917582417582,0.1387919413919414
63,ambient,0.19148207614507448,0.6732743467076509,0.3350752947488824,0.27629745841177084,0.7529056017847178,0.12553576966443994,0.043267816669735656
64,ambient black metal,0.24101666666666666,0.001325495,0.2638333333333333,0.7681666666666668,0.7681833333333331,0.3260333333333333,0.05736666666666668
65,ambient folk,0.3076021367521367,0.6440242450142449,0.5285972934472934,0.3786123076923077,0.15437271593304844,0.1588068945868946,0.05865545584045584
